userName,content,score,reviewCreatedVersion,at,Sentimen (Aurel),Sentimen (Ade),Sentimen (Eky),Sentimen Akhir
azka syaihandika,"Aplikasinya sangat membantu, cepet prosesnya, semua terintegrasi dg baik, Semoga dapat selalu membantu masyarakat Indonesia dg baik, memudahkan, cepat, tanggap, tepat sasaran, Terima kasih, sukses selalu",5,4.3.0,2023-01-23 02:50:21,1,1,1,Positif
Atin Iratsel,Aplikasi konyol.. Giliran di buka buat lihat nik di rumah sakit tidak bisa di buka.. Karena sistem pembaruan sedangkan saya butuh lihat nik nya buat kontrol. 💩💩,1,4.3.0,2023-01-10 02:53:03,-1,-1,-1,Negatif
Sudirman Aja,Maaf semakin ribet..setiap masuk harus login ulang daftar input no ktp lagi...seharusnya kalau sudah pernah menggunakan aplikasinya ngak perlu diulang daftar input ulang kpt....ini jadi mismindset...,1,4.3.0,2023-01-13 05:47:16,-1,-1,-1,Negatif
Kriswan Linda,setiap mau login kenapa permintaan tidak dpat kami proses trus! udah 2hari . giliran mau daftar ulang tulisan nya nomer nik sudah terdaftar silahkan login aplikasi membingungkan!!,1,4.3.0,2023-01-21 18:26:09,-1,-1,-1,Negatif
rumah pojok bamboo,"aplikasi sangat dan betul menyusahkan,bagaimana caranya kita berjalan dengan lancar kalau terhambat dengan peraturan seperti ini. saya hampir seharian daftar tidak dapat terdaftar tolong lah verivikasi sms tidak usah jika sudah ada verivikasi ke email.padahal pulsa ngisi sampe 2x,signal sampe pindah kemana"" aplikasi di instal sampe 5x belom saja di setujui.",1,4.3.0,2022-12-26 01:54:00,-1,-1,-1,Negatif
kamelia frederika,"Aplikasi sampah. Aq belum pernah mendaftar pake nomor kartu keluarga tapu ketika klik dipencarian katanya nomor KK sudah digunakan untuk mendaftar, belum lagi nomor NIK tidak terdaftar di Dukcapil RI. Hadehhhhhhh yang terdaftar mungkin dirumah moyangmu",1,4.3.0,2023-01-17 00:33:30,-1,-1,-1,Negatif
Idar Arif,"Aplikasinya keluar masuk terus. Selalu harus masukin nomor jkn nya tanpa tau kenapa keluar lagi. Kan capek harus masukin angka JKN nya terus. Kalau cuma 5 angka mah, gampang buat hapalnya, ini banyak bangat mau d hapalnya. Perbaiki lagi lag,biar ga keluar2 terus.",2,4.3.0,2023-01-19 07:57:37,-1,-1,-1,Negatif
Lobi Adityas,"Gua ngak bisa login, mau daftar katanya data sudah pernah digunakan, mau login saya gunakan lupa kata sandi, masukan data nik katanya data belum terdaftar mau gimana ni aplikasi ribet sumpah, mohon untuk di pertimbangkan keluhan kami ini agar aplikasi ini menjadi lebih baik 🙏",1,4.3.0,2023-01-20 00:03:31,-1,-1,-1,Negatif
Irnita Safitri,"Maaf saya agak kecewa dengan aplikasi nya, pdhl saya bayar tiap bulan tpi kenapa data adek saya hilang. Pas diurus malah dikatakan dapat gratis dari pemerintah tpi dicek lwt aplikasi ga ada terdaftar nmr induk tidak ada di dukcapil, pdhl nmr nya sama data nya sama semua. Nanti kalo sdh diperbaiki baru saya ganti beri bintang nya",1,4.3.0,2023-01-20 04:17:13,-1,-1,-1,Negatif
nurindah sari8,"Sejauh ini bagus, cuman sedikit kendala pada proses pengiriman kode OTP yg kadang mengirimkan kode salah sehingga pulsa pelanggan terpotong percuma. Semoga kedepannya bisa makin lebih baik utk aplikasi JKN ini",5,4.3.0,2023-01-20 03:19:40,0,1,1,Positif
Harry Haerudin,"Saya dan keluarga sudah merasakan manfaat BPJS Kesehatan. Aplikasi ini membantu merubah faskes tingkat 1, dengan sistem baru pakai PIN jadi lebih mudah tidak seperti sebelumnya yang pakai kode OTP yg membutuhkan pulsa.",5,4.3.0,2023-01-17 13:27:38,1,1,1,Positif
Dika Rendy,Udah selesai daftar tapi kenapa saya harus di suruh daftar program auto debit. Padahal saya udah pencet batal trs gk bisa login2 trs juga Captchanya gonta-ganti trss.. Gimana tambah ribet saya mau login gk bisa2,1,4.3.0,2023-01-18 23:57:28,-1,-1,-1,Negatif
Nay Denay,"Bagus dgn adanya aplikasi ini. Bisa memudahkan utk menggunakan pelayanan kesehatan, mulai dri tdk menggunakan kartu sampai bisa ke mengganti tempat fase sendiri. Terimakasih",5,4.3.0,2023-01-18 07:33:38,1,1,1,Positif
Putri Desanti,"Saya sudah daftar aplikasi nya di bilang belum,aplikasi nya payah sekali Saya coba dftr autodebet jg ngk bisa2 terus berkali2 sj coba,aplikasi sangat payah,aplikasi ngk bagus",1,4.3.0,2023-01-01 04:51:00,-1,-1,-1,Negatif
Ahmad Syahrul,Kenapa fase rujukan yg saya malah kek ga ad sinyal sih udh di tunggu 1 jam ga keluar keluar ini gimana pihak aplikasi ny tolong di perbaiki lah orang mau ngambil nomor antrian tapi ga keluar keluar relog terus asli ga jelas bener,2,4.3.0,2023-01-07 02:29:12,-1,-1,-1,Negatif
Nida ul hasanah,Wiih...ternyata aplikasinya bagus ya sekarang...dulu sempet download susah sekali login dan tdk responsif...sekarang mudah digunakan dan user friendly..good job terus tingkatkan pelayanannya,5,4.3.0,2023-01-01 08:59:00,1,1,1,Positif
Hanif Nuhanuha,Ini kenapa ya mau cetak kartu tapi harus isi email dlu. Udh ubah email 5x ttep gak bisa . Klo semua suruh online y tolong aplikasinya lebih bagus lagi,1,4.3.0,2023-01-10 10:59:54,-1,-1,-1,Negatif
Nur Roso,"sy ingin mengubah email agar menjadi satu email di aplikasi JKN mobile, tapi dalam menu perubahan data gak ada form perubuahan atau verifikasi, malah yg ada virtual aqun pembayaran, jadi gmana nih Min caranya melakukan perubahan",5,4.3.0,2023-01-14 16:39:52,0,-1,0,Netral
Bas Rizal,"bapak ibu staff bpjs yang terhormat, buka aplikasi jkn minta update, selesai update menu catatan pembayaran kok tidak ada, ini bagaimana, kok setelah update malah menu catatan pembayaran hilang, tolong responnya, makasih",2,4.3.0,2023-01-12 09:09:22,-1,-1,-1,Negatif
Aris Purwandi,Sejak di update ke versi 4.3.0 sudah tidak bisa daftar pelayanan (antrian) online lagi di faskes tingkat lanjut karena data rujukan tidak muncul.,1,4.3.0,2023-01-13 05:51:08,-1,-1,-1,Negatif
jeki surbakti,"Aplikasi aneh. Mau masuk aja tidak bisa, bagaimana mau pindah paskes !! Mau uninstal tapi keterkaitan dengan aplikasi yg buruk ini !",1,4.3.0,2023-01-12 13:52:38,-1,-1,-1,Negatif
Nurning Sabariah,"Kenapa tidak bisa ganti faskes yaa?dulu sebelum di.update aplikasinya,saya bisa pindah faskes dri mobile jkn.tapi skg sy mau pindah faskes tapi tidak ada halamannya..tolong penting sekali..mohon bantuan secepat mungkin",1,4.3.0,2023-01-13 12:40:31,-1,-1,-1,Negatif
nana asna,"Tolong diperbaiki doong aplikasinya. Masa dari tahun lalu saya masih ngga bisa log in juga 😑😑. Mulai dari no bpjs salah, password salah, nik salah, terua captcha salah .",4,4.3.0,2023-01-27 01:26:16,-1,-1,-1,Negatif
Joe Djzoeblx,"Menu perubahan email dan no telpon kok tidak ada, sedangkan mau download kartu peserta harus pakai email, gimana caranya download kalau email sudah terlanjur tidak dicantumkan",2,4.3.0,2023-01-12 07:36:13,-1,-1,-1,Negatif
Rizal Putra Milda,"Apa hari ini jam 10.00 WIB tgl 10 januari 2023 Aplikasi JKN gangguan? Soalnya mau cek2 gak bisa dan saya logout n login lagi, pas login malah gak bisa2 karna Captcanya gak mau keluar alias muter2 aja",5,4.3.0,2023-01-10 03:04:13,-1,-1,0,Negatif
Nelangga Ayu S,login gk bisa² mllu pdhl versi terbaru tidak terdftar mllu giliran dftar baru keterangan akun sudah pernah digunakan..tp klo bwt login keterangan akun tidak terdaftar trus gimana??????,1,4.3.0,2023-01-17 06:09:12,-1,-1,-1,Negatif
Shiro Yukie,"Aplikasi bosok!!!! Ga guna!! Masak ya iya tulisannya ""Nomer bpjs anda tidak terdaftar!!!"" Tiap bulan saya bayar 100rb loh!! Ga terdaftar dari mana coba?? Aplikasi ini harusnya mempermudah masyarakat!! Ini malah lbh mempersulit masyarakat!!!",1,4.3.0,2023-01-16 20:52:50,-1,-1,-1,Negatif
Wind Oke,"Ini kenapa dah, habis diupdate mau daftar ke faskes malah keterangan username atau password tida sesuai, padahal sebelum update bisa,.,.",1,4.3.0,2023-01-12 01:19:34,-1,-1,-1,Negatif
Herlando Junanta,Bagus. Sangat mudah untuk mencari faskes dan mendaftar. Pembayaran juga sangat mudah dan fleksibel.,5,4.3.0,2023-01-17 15:10:08,1,1,1,Positif
kuTu Baper,"Setelah update, no Rujuk nya hilang jadi tidak bisa daftar antrian online. Sudah komplain via WA & ig tp disuruh ambil antrian manual (tidak ada penyelesaian)",1,4.3.0,2023-01-09 04:35:43,-1,-1,-1,Negatif
Syam Soery,Saya kasih bintang 2 karena susah untuk loginya padahal sudah trdaftar tapi ketika saya mau coba buat cek tidak bisa ketika loginya entah pakai nomer e-ktp kek ato nomor kartu bpjs tetap aja gk bisa,2,4.3.0,2023-01-30 02:56:35,-1,-1,-1,Negatif
Andri Solihin,"Layanan buruk habis di update, hampir semua icon di gembok, paham !!!!! BPJS hanya bisa menuntut hak nya di bayar iuran nya tepat waktu, tetapi kewajiban nya terhadap pasien nya di abaikan, spt yg saya alami obat habis, alat bantu kesehatan utk penyembuhan belum juga dibeli, padahal sudah sebulan lebih belum juga ada, dasar layanan abal2 terhadap pasien nya, paham !!!!!",1,4.3.0,2023-01-12 05:55:53,-1,-1,-1,Negatif
Nopi Haryanto,"Aplikasi Mobile JKN ini sangat membantu sekali, Sangat mudah untuk merubah data tanpa harus datang dan Capek antri di Kantor BPJS. Cukup dirumah sambil Sarapan, Data langsung bisa dirubah. Terima Kasih Mobile JKN.",5,4.3.0,2023-01-20 23:34:11,1,1,1,Positif
Har Yadi,"saya pengguna baru aplikasi jkn,,dgn adanya program ini kis saya yg dlu keberadaan nya di mana ,bisa tercek statusnya dan alhmdulilah bisa d gunakan kembali ,terimakasih kis ,oprasipun berjlan dgn lancar",5,4.3.0,2023-01-14 17:45:47,1,1,1,Positif
Apik Prasasti,"Aduh, ini abis diperbarui kok malah ga bisa dibuka ya? Minta pin verifikasi melulu, mending ada notif nomer pin masuk. Ini sama sekali ga ada, mau masukin pin berapa coba??",1,4.3.0,2023-01-13 03:43:35,-1,-1,-1,Negatif
Lilik Wari,"Masih tetap gk ada peningkatan performa aplikasinya.masih tetap seperti dulu.susah login.apalagi habis pembaruan,menu² nya hrs login² ulang lagi.ada tanda gembok semua.ni bukanya bikin gampang malah bikin rumit.",1,4.3.0,2023-01-13 05:20:33,-1,-1,-1,Negatif
Boedy Waru,"Sistemnya semakin canggih tp malah mempersulit kami yg mau menggunakannya Mau daftar kontrol ke poli saja susah Sudah dicoba berulang ulang, belum bisa dapat nomer antrian",2,4.3.0,2023-01-28 02:05:02,-1,1,-1,Negatif
miftakhul majida,"Sering ngebug, sudah berhari hari mau daftar malah eror, daftar oke bagian lainnya yg ngebug.. Gitu terus kapan bisa cepat diproses nya jadinya",1,4.3.0,2023-01-10 02:17:08,-1,-1,-1,Negatif
Mufid Hakim,Pelayanan kemudahan mengubah data klinik BPJS nya sangat cepat dan mudah. Yang perlu ditingkatkan kejelasan sehabis perubahan data peserta BPJS ke faskes lainnya berapa lama/bulannya perlu diperjelas. Yang lainnya sudah bagus terimakasih🙏,5,4.3.0,2023-01-24 04:02:32,0,1,1,Positif
AmiR Yusuf,Kenapa begitu di update status nya berubah jd yg berbayar pdhl sblmnya sdh terdaftar yg gratis..🤦ms iya bs berubah dg sendirinya pdhl kn sistem..,1,4.3.0,2023-01-21 04:08:19,-1,-1,-1,Negatif
apri yandi,"Ko semangkin kedepan semangkin g bagus y,apa apa harus bayar, Ngetik nomor hp kita harus punya pulsa dinomor tersebut,baru ada sms frifikasi kode otpnya doang dikenakan pulsa,hadeh. Padahal mau ngerubah sandi doang,",1,4.3.0,2023-01-23 05:28:27,-1,-1,-1,Negatif
Annisa Alfadhilah,"Sebenarnya Daftar Melalui JKN Lebih Mudah, Sayangnya Tidak Semua Rumah Sakit Terhubung Dengan JKN, Dan Ketika Ada Pembaruan Aplikasi Terkadang Suka Eror, Tapi Saya Tetap Kasih Rating Bintang Lima, Untuk Setiap Kekurangannya Semoga Semua Bisa Diperbaiki Oleh Admin.",5,4.3.0,2023-01-12 15:19:14,1,1,1,Positif
KS HD,"Sangat sulit di mengerti untuk berobat saja susah kayak di persulit, tlg donk jgn minta verifikasi pakai pulsa trus,, pakai data saja,,",2,4.3.0,2023-01-08 06:12:28,-1,-1,-1,Negatif
Vian Laga Ego 86,Baru juga mau daftar malah di bilang nomor hamdphone anda sudah terdaftar..sementara nomor belum pernah di gunakan untuk aplikasi ini.bgmana cara atasinya?,1,4.3.0,2023-01-12 10:49:44,-1,-1,-1,Negatif
Pasir Kembang,"Gak Jelas suruh update mulu,aplikasi mengecewakan. Bintang suruh diklik,kalo bintang gak diklik ga bisa posting.",1,4.3.0,2023-01-29 17:04:55,-1,-1,-1,Negatif
Reny R,Aplikasi kan untuk mempermudah? Kenapa jadi harus verifikasi PIN segala? Ngurus lagi ke kantor BPJS buat ngeaktifkan PIN? Kok jadi ribet. Tolong dipermudah lagi ya! Semangat perbaharui aplikasi ini 🦾 jauh lebih baik,2,4.3.0,2023-01-28 12:02:01,-1,-1,-1,Negatif
MasRoy,"Untuk perubahan data / Perpindahan faskes1 terlalu lama aktif tiap tgl 1 , sepertinya tidak adil NOT FAIR bila yg aktifkan tanggal 2 haruss nunggu 1 bulan lagi itu terlalu lama !!! Harusnya bisa dipercepat seminggu dr hari pengaktifan gt lbh baik jgn semua di pukul rata tgl 1.",3,4.3.0,2023-01-02 06:06:30,-1,-1,-1,Negatif
Dany jasa Setyawan,"Di suruh update, terus setelah update aku buka suruh login. Stelah login aku masuk ke akun jkn dan tidak bisa masuk. Karna email/atau pasword salah, padahal akun saya sudah aku catat dan sama sebelum update. Tolong dong kenapa ini dengan data saya. Saya mau imunisasi anak saya, skrmg tidak bisa. Tolong di benahin.. terimakasih.",1,4.3.0,2023-01-02 14:21:39,-1,-1,-1,Negatif
santosa,"Saya telah merubah faskes pratama di aplikasi dan sudah release atau berubah, namun waktu mau pendaftaran layanan secara online ternyata masih tercantum faskes yang lama.. jadi belum konek secara langsung / online di aplikasi",3,4.3.0,2023-01-02 06:13:06,-1,-1,0,Negatif
Kasih dan Davin,"Aneh bngat , bikin emosi , email masih sama tapi dibilang format slah😡 . Tiap buka aplikasi ada aja kendala. Padahal udah daftar tapi bisa pula di suruh ini suruh itu aneh .. emosi saya",1,4.3.0,2023-01-02 03:51:36,-1,-1,-1,Negatif
Suratman Wp city,"Saya kasih bintang 1 dulu, karena dah bolak balik merubah alamat tetep nyasar, udah jelas saya memasukan faskes binangun cilacap tetep masuk nya serang cipari, soal nya cuma sekali dalam 3 bulan baru nisa ganti, jadi mohon maaf, kalau saya merubah alamat udah bisa baru saya kasih bintanv 5, kalau sampai 10 bintang saya kasih 10",1,4.3.0,2023-01-01 16:48:26,-1,-1,-1,Negatif
Fhie3 Rhiea,Sangat membantu sihh kalau buat di RS Tetapi kalau buat faskes gak pernah bisa daftar antrian dulu lewat aplikasi Setiap mau berobat ke puskesmas mau daftar lewat aplikasi malah tidak bisa Sama saja bohong kalau tetap antri luaaammaaaa banget,3,4.3.0,2023-01-02 14:05:21,1,1,0,Positif
Acep Taufiq,"Gimana nih perubahan faskes anak saya yg ke 1 n ke 2 ribet banget harus pake no telpon email juga yg baru Ampe oulsa saya habis buat kirim otp Tolong dong aplikasinya benerin, pegawai bpjs juga banyak yg susah respon Tolong dong kami tu bayar Mana pelayanan anda ? Masuk aplikasi pake pin, keluar kagak bisa, ngetik kagak bisa, gimana nih aplikasi",1,4.3.0,2023-01-08 16:21:03,-1,-1,-1,Negatif
tommy andryan,Terlalu ribet. Otp tidak pernah masuk. Padahal nomernya sudah benar. Dan terlalu bertele-tele. Jelek ui/xnya.,1,4.3.0,2023-01-10 01:26:00,-1,-1,-1,Negatif
Desi Cahyani,Suka krn sudah ada perkembangan yg lebih baik. Untuk perubahan faskes usul jgn 3 bln tapi setiap 2 bln aja diperbolehkan,5,4.3.0,2023-01-21 10:45:46,0,1,1,Positif
Ilman Hanapi,"Aneh.... Bisa bisanya menyimpan data yang tidak valid, mau verifikasi aja susahnya na'udzubillah... Gak guna.",1,4.3.0,2023-01-05 08:13:16,-1,-1,-1,Negatif
Sam Day Duki,"Mau daftar saja di persulit,, captcha selalu salah,, kalau gak gitu respone tidak tepat waktu,, sedangkan sekarang kartu bpjs tidak di cetakkan,,",1,4.3.0,2023-01-20 16:10:47,-1,-1,-1,Negatif
Zarna zarna,"App jd lambat, menu gak dapat di akses, loding terus kemudian gagal terus. Bagusnya sebelum di update",1,4.3.0,2023-01-19 00:58:23,-1,-1,-1,Negatif
Ibnu Sofyan,Bisa di bantu min saya login pakai nomer hp sama i mail kok di notif yang terdaftar beda sama nomer hp dan i mail saya. Apa lagi eror aplikasinya. Soalnya dari awalan dan akhiran nomer yang muncul itu gak kenal nomernya sama i mailnya saya,1,4.3.0,2023-01-10 04:44:35,-1,-1,0,Negatif
Nadhira Angelica,Setelah update malah gak bisa login.padahal NIK dan pasword sudah bener malah ada lagi keterangan salah satu peserta (anak) malah tidak aktif waktu tadi digunakan dipuskesmas,1,4.3.0,2023-01-02 04:03:39,-1,-1,-1,Negatif
Sigit Riyanto,"Tolong diperbaiki lagi...,soale utk daftar antrian gak bisa...keterangan nya offline coba lagi terus...padahal sinyal bagus...",2,4.3.0,2023-01-30 01:57:49,-1,-1,-1,Negatif
yogi pratama,"interface mudah digunakan, respon aplikasi mudah, terus pertahankan kualitas apk nya tks .......",4,4.3.0,2023-01-10 05:35:33,1,1,1,Positif
mas jay chanel,"Sedangkan menu notifikasi sudah saya klik berkali-kali tetap tidak dapat ditekan(dihidupkan),sehingga saya emosi. Dah gitu aja",1,4.3.0,2023-01-10 03:47:48,-1,-1,-1,Negatif
Tri Kusumawati,"Ketika saya masuk ke JKN Mobile, no NIK KTP dan No BPJS saya blm terdaftar. Sedangkan kalau saya masuk sebagai daftar baru malah no hp sdh terdaftar. Ini bagaimana ya... Kok jadi repot ya...",1,4.3.0,2023-01-19 06:22:34,-1,-1,-1,Negatif
Raja Singa,"Mau verifikasi aja susah banget sudah ikutin petunjuk masih aja nunggu kode nya ngga muncul"" tolong di perbaiki kasian masih banyak orang yang mengeluh atas ketidak nyaman ini",1,4.3.0,2023-01-25 00:30:43,-1,-1,-1,Negatif
Sudarisman,"Aneh, udah berkali2 masuk aplikasi gagal terus. Padahal udah pernah terdaftar di NIK dan pass yg sama. Gimana mau ngecek aktif atau gak nya, udah lunas atau gak nya. Mempersulit bukannya mempermudah 👎👎👎👎👎",1,4.3.0,2022-12-28 10:47:19,-1,-1,-1,Negatif
ABDURAHMAN WAHID,"Saya udah coba update aplikasi ini, masih tetap gabisa rubah nomor tlpon dan gmail, saya sudah coba wa pandawa tapi belum ada kelanjutannya, padahal saya sudah nunggu 2 hari, saya juga sudah ke kantor bpjs masa gabisa rubah di kantornya juga, menu menu di kunci suru verifikasi nomor hp udah ga aktif, gmail padahal udah bener tapi otp gamu nyampe lier kumaha carana buka menu yang di kunci",1,4.3.0,2022-12-29 12:08:14,-1,-1,-1,Negatif
ru dybala ritonga,"Dan ternyata setelah saya selidiki dan telusuri dengan seksama semua ulasan.... !!! Bukan hanya saya yg tidak bisa mendaftar apk mobile JKN ini... Ada 80% yg gagal mendaftar melalui apk ini. Sidang memutuskan apk ini blum beroperasi dengan semestinya. Dan kami mohon kepada yg bersangkutan,mohon di permudah supaya masyarakat lebih mudah menggunakannya. Trims 🙏🙏😁",1,4.3.0,2022-12-22 18:40:05,-1,-1,-1,Negatif
Sigit Kusbiantoro,Sering eror pada layanan pendaftaran pelayanan tolong di perbaiki lagi aplikasi nya dong khususnya bagian pelayanan pendaftaran (antrean) jadi kita tidak bisa. Mendaftar untuk berobat,1,4.3.0,2022-12-27 13:02:59,-1,-1,-1,Negatif
A. Karel Aris P,"Jika ada update kesulitan untuk masuk lagi, termasuk untuk pin verifikasi. Nomor sudah sesuai tapi tetap belum bisa dapat pin. Mohon diperbaiki dan dipermudah.",2,4.3.0,2022-12-28 00:33:19,-1,-1,-1,Negatif
Muslih Muhammad,"sbelumnya daftar online via wa klinik, lancar kmudian ada fitur baru bs daftar berobat melalui aplikasi, awal mula lancar yg kedua error, d coba beberapa jam lancar dan beberapa hari kmudian coba daftar error lg ini malah jd mempersulit, gara2 ada fitur ini, daftar melalui wa d klinik sudah d hapus, rugi waktu banyak, pas cek ada update an lg, stelah d update malah nambain fitur kalkulator yg ni gk beres2 ngapain nambahin fitur tambahan yg gk d perlukan? sudah iuran naik terus, pelayanan burik",1,4.3.0,2022-12-27 09:43:52,-1,-1,-1,Negatif
Black Satanic,Perbaiki dulu baru saja kasih bintang 5. Tidak bisa masuk/login aplikasi. Jaringan loading terus di aplikasinya.. Signal wifi dan data mobile bagus tapi tetap loading terus menerus.,1,4.3.0,2022-12-21 15:35:44,-1,-1,-1,Negatif
